CustomerNo,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
15230.0,240,29,4217.35,1,2,2,122,5,Churned
15232.0,114,31,7534.719999999999,2,2,3,223,7,At Risk
15234.0,277,14,2149.38,1,1,2,112,4,Churned
15235.0,218,143,15754.35,1,4,4,144,9,Potential
15236.0,299,15,3086.24,1,1,2,112,4,Churned
15237.0,2,105,12151.18,4,3,4,434,11,Loyal
15238.0,30,65,8385.61,3,3,3,333,9,Potential
15239.0,11,49,5695.99,4,2,3,423,9,Potential
15240.0,45,78,15602.25,3,3,4,334,10,Loyal
15241.0,67,109,20168.3,2,3,4,234,9,Potential
15243.0,75,24,2326.7599999999998,2,2,2,222,6,At Risk
15244.0,66,34,4742.46,2,2,2,222,6,At Risk
15245.0,135,89,19894.14,2,3,4,234,9,Potential
15246.0,239,33,2998.76,1,2,2,122,5,Churned
15247.0,123,6,2004.7199999999998,2,1,2,212,5,Churned
15249.0,32,350,39734.4,3,4,4,344,11,Loyal
15250.0,192,4,30.970000000000002,1,1,1,111,3,Churned
15251.0,10,111,70145.45,4,3,4,434,11,Loyal
15252.0,37,44,6109.23,3,2,3,323,8,Potential
15253.0,17,54,8574.07,4,3,3,433,10,Loyal
15254.0,128,18,2940.7400000000002,2,1,2,212,5,Churned
15255.0,67,47,5924.73,2,2,3,223,7,At Risk
15256.0,149,6,604.85,2,1,1,211,4,Churned
15257.0,284,7,796.53,1,1,1,111,3,Churned
15258.0,169,34,2093.98,1,2,2,122,5,Churned
15260.0,101,77,10746.69,2,3,3,233,8,Potential
15261.0,136,19,3028.6,2,1,2,212,5,Churned
15262.0,324,10,931.56,1,1,1,111,3,Churned
15263.0,107,15,1116.5,2,1,1,211,4,Churned
15264.0,65,23,3057.85,2,2,2,222,6,At Risk
15265.0,152,82,7816.08,2,3,3,233,8,Potential
15266.0,339,6,306.77,1,1,1,111,3,Churned
15267.0,23,26,11728.18,3,2,3,323,8,Potential
15269.0,24,2,685.44,3,1,1,311,5,Churned
15270.0,16,41,15379.19,4,2,4,424,10,Loyal
15271.0,8,274,14713.71,4,4,4,444,12,Loyal
15272.0,58,62,3901.15,2,3,2,232,7,At Risk
15274.0,5,47,5812.22,4,2,3,423,9,Potential
15275.0,38,41,5672.74,3,2,3,323,8,Potential
15276.0,67,52,782.67,2,3,1,231,6,At Risk
15277.0,47,12,2363.52,3,1,2,312,6,At Risk
15278.0,192,157,4638.9,1,4,2,142,7,At Risk
15279.0,355,19,2235.12,1,1,2,112,4,Churned
15280.0,173,16,1694.23,1,1,1,111,3,Churned
15281.0,59,139,14557.6,2,4,4,244,10,Loyal
15286.0,50,3,810.31,3,1,1,311,5,Churned
15287.0,23,20,4877.45,3,2,3,323,8,Potential
15288.0,44,88,10063.92,3,3,3,333,9,Potential
15289.0,30,58,11295.24,3,3,3,333,9,Potential
15290.0,5,203,48622.76,4,4,4,444,12,Loyal
15291.0,26,146,27347.52,3,4,4,344,11,Loyal
15292.0,202,25,670.41,1,2,1,121,4,Churned
15296.0,51,229,21869.99,3,4,4,344,11,Loyal
15297.0,11,275,7259.97,4,4,3,443,11,Loyal
15298.0,3,192,32596.3,4,4,4,444,12,Loyal
15299.0,68,6,34203.270000000004,2,1,4,214,7,At Risk
15300.0,65,28,3382.2599999999998,2,2,2,222,6,At Risk
15301.0,51,243,33082.71,3,4,4,344,11,Loyal
15303.0,291,31,3070.27,1,2,2,122,5,Churned
15304.0,61,23,1777.54,2,2,1,221,5,Churned
15306.0,65,221,14416.4,2,4,4,244,10,Loyal
15307.0,96,12,589.59,2,1,1,211,4,Churned
15308.0,275,19,2112.0,1,1,2,112,4,Churned
15311.0,1,2352,392033.08999999997,4,4,4,444,12,Loyal
15312.0,76,47,6236.099999999999,2,2,3,223,7,At Risk
15313.0,43,7,254.39,3,1,1,311,5,Churned
15314.0,200,25,3556.65,1,2,2,122,5,Churned
15315.0,65,37,9419.7,2,2,3,223,7,At Risk
15316.0,327,1,597.0,1,1,1,111,3,Churned
15317.0,284,48,1104.71,1,2,1,121,4,Churned
15318.0,4,33,4119.78,4,2,2,422,8,Potential
15319.0,165,40,2621.93,1,2,2,122,5,Churned
15320.0,45,36,3615.85,3,2,2,322,7,At Risk
15321.0,71,95,14742.11,2,3,4,234,9,Potential
15322.0,86,42,4960.46,2,2,3,223,7,At Risk
15323.0,191,190,4832.17,1,4,3,143,8,Potential
15325.0,104,49,2544.18,2,2,2,222,6,At Risk
15326.0,191,60,4912.97,1,3,3,133,7,At Risk
15327.0,53,10,1403.22,3,1,1,311,5,Churned
15329.0,26,574,22564.44,3,4,4,344,11,Loyal
15330.0,33,13,14182.56,3,1,4,314,8,Potential
15332.0,367,34,8188.08,1,2,3,123,6,At Risk
15333.0,209,16,4578.96,1,1,2,112,4,Churned
15334.0,157,98,3149.11,1,3,2,132,6,At Risk
15335.0,54,36,991.99,3,2,1,321,6,At Risk
15337.0,165,5,60.62,1,1,1,111,3,Churned
15339.0,67,173,7522.41,2,4,3,243,9,Potential
15341.0,81,17,9183.32,2,1,3,213,6,At Risk
15342.0,130,24,3316.75,2,2,2,222,6,At Risk
15343.0,88,21,1234.52,2,2,1,221,5,Churned
15344.0,1,647,11919.04,4,4,4,444,12,Loyal
15345.0,46,20,1233.46,3,2,1,321,6,At Risk
15346.0,99,19,1812.98,2,1,1,211,4,Churned
15347.0,367,5,1538.9199999999998,1,1,1,111,3,Churned
15348.0,73,9,957.36,2,1,1,211,4,Churned
15349.0,159,72,3837.24,1,3,2,132,6,At Risk
15350.0,374,5,641.1600000000001,1,1,1,111,3,Churned
15351.0,13,225,8689.6,4,4,3,443,11,Loyal
15353.0,255,63,4311.66,1,3,2,132,6,At Risk
15355.0,30,12,630.8100000000001,3,1,1,311,5,Churned
15356.0,32,519,18245.65,3,4,4,344,11,Loyal
15358.0,5,551,77004.69,4,4,4,444,12,Loyal
15360.0,40,13,2724.32,3,1,2,312,6,At Risk
15361.0,11,11,3904.49,4,1,2,412,7,At Risk
15363.0,373,16,1750.14,1,1,1,111,3,Churned
15364.0,96,32,6181.92,2,2,3,223,7,At Risk
15365.0,26,114,12625.24,3,3,4,334,10,Loyal
15366.0,76,44,6982.33,2,2,3,223,7,At Risk
15367.0,58,95,12283.48,2,3,4,234,9,Potential
15368.0,22,4,2814.7000000000003,3,1,2,312,6,At Risk
15370.0,41,94,10829.86,3,3,3,333,9,Potential
15372.0,68,287,37907.99,2,4,4,244,10,Loyal
15373.0,9,131,7025.1,4,4,3,443,11,Loyal
15374.0,68,239,9066.039999999999,2,4,3,243,9,Potential
15375.0,338,1,23.32,1,1,1,111,3,Churned
15376.0,41,117,7578.37,3,3,3,333,9,Potential
15379.0,170,194,26026.35,1,4,4,144,9,Potential
15380.0,9,36,4996.42,4,2,3,423,9,Potential
15381.0,214,8,2364.69,1,1,2,112,4,Churned
15382.0,15,302,40748.55,4,4,4,444,12,Loyal
15384.0,170,49,6684.13,1,2,3,123,6,At Risk
15385.0,41,12,1974.78,3,1,2,312,6,At Risk
15386.0,187,31,4975.66,1,2,3,123,6,At Risk
15387.0,317,4,61.34,1,1,1,111,3,Churned
15388.0,271,10,1046.04,1,1,1,111,3,Churned
15389.0,173,132,8446.8,1,4,3,143,8,Potential
15392.0,5,84,13495.12,4,3,4,434,11,Loyal
15393.0,17,12,1496.12,4,1,1,411,6,At Risk
15394.0,10,85,8628.16,4,3,3,433,10,Loyal
15395.0,326,7,284.37,1,1,1,111,3,Churned
15396.0,113,14,1545.82,2,1,1,211,4,Churned
15397.0,290,6,301.35,1,1,1,111,3,Churned
15398.0,17,73,6611.06,4,3,3,433,10,Loyal
15399.0,2,97,6887.04,4,3,3,433,10,Loyal
15400.0,93,13,4437.12,2,1,2,212,5,Churned
15402.0,149,41,7747.15,2,2,3,223,7,At Risk
15405.0,190,8,2336.32,1,1,2,112,4,Churned
15406.0,32,53,2853.31,3,3,2,332,8,Potential
15407.0,34,153,6765.83,3,4,3,343,10,Loyal
15408.0,265,34,1360.31,1,2,1,121,4,Churned
15410.0,85,122,15836.22,2,3,4,234,9,Potential
15411.0,27,99,6677.96,3,3,3,333,9,Potential
15412.0,172,10,1302.18,1,1,1,111,3,Churned
15414.0,10,38,4182.88,4,2,2,422,8,Potential
15415.0,314,48,6323.76,1,2,3,123,6,At Risk
15416.0,65,192,25011.6,2,4,4,244,10,Loyal
15417.0,86,177,8807.72,2,4,3,243,9,Potential
15419.0,25,8,2496.96,3,1,2,312,6,At Risk
15420.0,128,172,6723.7699999999995,2,4,3,243,9,Potential
15421.0,59,53,5358.08,2,3,3,233,8,Potential
15422.0,324,6,489.56,1,1,1,111,3,Churned
15423.0,39,1,1062.0,3,1,1,311,5,Churned
15424.0,255,371,18217.88,1,4,4,144,9,Potential
15426.0,20,292,8391.39,3,4,3,343,10,Loyal
15427.0,34,306,11890.55,3,4,3,343,10,Loyal
15428.0,16,6,631.38,4,1,1,411,6,At Risk
15429.0,27,82,4302.57,3,3,2,332,8,Potential
15431.0,2,7,86.66000000000001,4,1,1,411,6,At Risk
15432.0,24,10,841.53,3,1,1,311,5,Churned
15433.0,145,278,12660.61,2,4,4,244,10,Loyal
15434.0,9,498,21948.78,4,4,4,444,12,Loyal
15435.0,23,29,706.41,3,2,1,321,6,At Risk
15436.0,13,329,6627.72,4,4,3,443,11,Loyal
15437.0,263,45,1008.6999999999999,1,2,1,121,4,Churned
15438.0,132,25,765.22,2,2,1,221,5,Churned
15439.0,2,634,11119.980000000001,4,4,3,443,11,Loyal
15440.0,55,62,2375.15,2,3,2,232,7,At Risk
15442.0,249,2,1838.4,1,1,1,111,3,Churned
15443.0,2,382,16842.32,4,4,4,444,12,Loyal
15444.0,10,219,6052.1,4,4,3,443,11,Loyal
15445.0,265,5,710.76,1,1,1,111,3,Churned
15447.0,331,9,1030.28,1,1,1,111,3,Churned
15448.0,305,132,10704.57,1,4,3,143,8,Potential
15449.0,27,60,9140.09,3,3,3,333,9,Potential
15450.0,31,68,5580.77,3,3,3,333,9,Potential
15452.0,30,58,3392.81,3,3,2,332,8,Potential
15453.0,2,286,9692.66,4,4,3,443,11,Loyal
15454.0,363,25,1064.92,1,2,1,121,4,Churned
15455.0,97,22,690.3,2,2,1,221,5,Churned
15456.0,284,60,7200.21,1,3,3,133,7,At Risk
15457.0,263,58,1500.35,1,3,1,131,5,Churned
15458.0,26,7,1764.6,3,1,1,311,5,Churned
15460.0,355,58,1327.16,1,3,1,131,5,Churned
15462.0,95,11,2003.2399999999998,2,1,2,212,5,Churned
15463.0,30,7,1215.5,3,1,1,311,5,Churned
15464.0,339,157,4626.24,1,4,2,142,7,At Risk
15465.0,20,97,20419.63,3,3,4,334,10,Loyal
15466.0,86,57,2864.19,2,3,2,232,7,At Risk
15467.0,10,52,3348.4,4,3,2,432,9,Potential
15468.0,52,24,2067.71,3,2,2,322,7,At Risk
15469.0,51,24,2058.17,3,2,2,322,7,At Risk
15470.0,61,2,48.519999999999996,2,1,1,211,4,Churned
15471.0,3,77,1640.16,4,3,1,431,8,Potential
15472.0,114,76,2903.89,2,3,2,232,7,At Risk
15473.0,15,11,7633.759999999999,4,1,3,413,8,Potential
15474.0,236,250,6661.17,1,4,3,143,8,Potential
15475.0,78,733,53161.909999999996,2,4,4,244,10,Loyal
15478.0,41,46,6766.98,3,2,3,323,8,Potential
15480.0,117,71,4808.78,2,3,2,232,7,At Risk
15481.0,356,2,114.47999999999999,1,1,1,111,3,Churned
15482.0,16,97,50403.34,4,3,4,434,11,Loyal
15483.0,162,88,3262.95,1,3,2,132,6,At Risk
15484.0,2,188,31117.43,4,4,4,444,12,Loyal
15485.0,31,84,15631.58,3,3,4,334,10,Loyal
15488.0,93,1,816.48,2,1,1,211,4,Churned
15489.0,23,50,7393.839999999999,3,2,3,323,8,Potential
15491.0,96,153,20021.84,2,4,4,244,10,Loyal
15492.0,1,765,18230.28,4,4,4,444,12,Loyal
15493.0,33,343,8937.0,3,4,3,343,10,Loyal
15494.0,22,125,13098.56,3,3,4,334,10,Loyal
15497.0,18,55,8779.07,4,3,3,433,10,Loyal
15498.0,3,512,70473.34,4,4,4,444,12,Loyal
15500.0,9,67,6023.38,4,3,3,433,10,Loyal
15501.0,155,7,132.81,2,1,1,211,4,Churned
15502.0,16,217,49213.67,4,4,4,444,12,Loyal
15503.0,363,70,909.1999999999999,1,3,1,131,5,Churned
15504.0,82,13,392.37,2,1,1,211,4,Churned
15505.0,53,97,28199.98,3,3,4,334,10,Loyal
15506.0,23,164,8947.88,3,4,3,343,10,Loyal
15507.0,172,46,2152.8,1,2,2,122,5,Churned
15508.0,190,275,11234.68,1,4,3,143,8,Potential
15509.0,136,3,62.36,2,1,1,211,4,Churned
15510.0,331,1,1321.24,1,1,1,111,3,Churned
15511.0,12,160,3340.61,4,4,2,442,10,Loyal
15512.0,156,7,820.9399999999999,2,1,1,211,4,Churned
15513.0,34,308,73038.72,3,4,4,344,11,Loyal
15514.0,13,178,24231.309999999998,4,4,4,444,12,Loyal
15515.0,136,189,5743.3,2,4,3,243,9,Potential
15516.0,45,210,9041.289999999999,3,4,3,343,10,Loyal
15517.0,234,27,3276.97,1,2,2,122,5,Churned
15518.0,65,214,14512.539999999999,2,4,4,244,10,Loyal
15520.0,2,20,1974.3000000000002,4,2,2,422,8,Potential
15521.0,41,225,22248.66,3,4,4,344,11,Loyal
15522.0,33,58,6190.59,3,3,3,333,9,Potential
15523.0,85,70,7703.21,2,3,3,233,8,Potential
15524.0,25,1,492.0,3,1,1,311,5,Churned
15525.0,3,312,7941.46,4,4,3,443,11,Loyal
15526.0,34,4,398.15999999999997,3,1,1,311,5,Churned
15527.0,19,163,11221.13,4,4,3,443,11,Loyal
15528.0,255,26,1471.12,1,2,1,121,4,Churned
15529.0,23,671,38059.1,3,4,4,344,11,Loyal
15530.0,22,108,11277.03,3,3,3,333,9,Potential
15531.0,9,228,11625.71,4,4,3,443,11,Loyal
15532.0,26,255,6929.54,3,4,3,343,10,Loyal
15533.0,20,83,3777.35,3,3,2,332,8,Potential
15534.0,88,73,7545.94,2,3,3,233,8,Potential
15535.0,174,75,2015.54,1,3,2,132,6,At Risk
15537.0,164,31,542.68,1,2,1,121,4,Churned
15539.0,8,41,2592.05,4,2,2,422,8,Potential
15540.0,12,15,1238.0,4,1,1,411,6,At Risk
15541.0,115,30,776.64,2,2,1,221,5,Churned
15543.0,289,28,1012.54,1,2,1,121,4,Churned
15544.0,10,475,37094.27,4,4,4,444,12,Loyal
15545.0,55,81,1970.73,2,3,2,232,7,At Risk
15547.0,8,850,48423.02,4,4,4,444,12,Loyal
15549.0,78,114,8829.94,2,3,3,233,8,Potential
15550.0,5,61,2969.33,4,3,2,432,9,Potential
15551.0,37,29,2681.13,3,2,2,322,7,At Risk
15552.0,218,17,707.22,1,1,1,111,3,Churned
15553.0,61,56,4839.89,2,3,3,233,8,Potential
15554.0,278,14,981.0,1,1,1,111,3,Churned
15555.0,13,897,46517.26,4,4,4,444,12,Loyal
15556.0,25,31,2705.6,3,2,2,322,7,At Risk
15557.0,29,20,2729.96,3,2,2,322,7,At Risk
15561.0,12,27,2568.9700000000003,4,2,2,422,8,Potential
15562.0,352,1,537.81,1,1,1,111,3,Churned
15563.0,23,111,16165.039999999999,3,3,4,334,10,Loyal
15565.0,51,10,819.72,3,1,1,311,5,Churned
15566.0,362,472,14893.16,1,4,4,144,9,Potential
15567.0,19,7,2476.5099999999998,4,1,2,412,7,At Risk
15568.0,3,277,11351.97,4,4,3,443,11,Loyal
15569.0,104,31,8235.199999999999,2,2,3,223,7,At Risk
15570.0,8,323,24100.68,4,4,4,444,12,Loyal
15571.0,12,57,2965.15,4,3,2,432,9,Potential
15572.0,5,215,14258.73,4,4,4,444,12,Loyal
15573.0,32,103,4300.85,3,3,2,332,8,Potential
15574.0,178,168,4290.7699999999995,1,4,2,142,7,At Risk
15576.0,38,45,5042.72,3,2,3,323,8,Potential
15577.0,152,39,1010.02,2,2,1,221,5,Churned
15578.0,163,13,663.2299999999999,1,1,1,111,3,Churned
15579.0,69,52,1592.96,2,3,1,231,6,At Risk
15581.0,157,146,3448.7400000000002,1,4,2,142,7,At Risk
15582.0,25,44,5280.4800000000005,3,2,3,323,8,Potential
15584.0,24,123,3639.48,3,3,2,332,8,Potential
15585.0,177,31,3746.4,1,2,2,122,5,Churned
15586.0,281,11,486.71999999999997,1,1,1,111,3,Churned
15587.0,51,9,4133.280000000001,3,1,2,312,6,At Risk
15589.0,256,29,2980.99,1,2,2,122,5,Churned
15592.0,47,24,4026.64,3,2,2,322,7,At Risk
15593.0,71,5,819.72,2,1,1,211,4,Churned
15594.0,16,101,11425.33,4,3,3,433,10,Loyal
15595.0,355,266,5971.68,1,4,3,143,8,Potential
15596.0,101,77,7131.34,2,3,3,233,8,Potential
15597.0,36,22,3192.21,3,2,2,322,7,At Risk
15598.0,54,14,1824.7,3,1,1,311,5,Churned
15599.0,27,283,13786.64,3,4,4,344,11,Loyal
15601.0,12,410,56946.909999999996,4,4,4,444,12,Loyal
15602.0,9,47,12011.34,4,2,4,424,10,Loyal
15603.0,79,2,1033.92,2,1,1,211,4,Churned
15604.0,53,17,1851.42,3,1,2,312,6,At Risk
15605.0,37,67,5747.79,3,3,3,333,9,Potential
15606.0,62,77,12134.66,2,3,4,234,9,Potential
15607.0,337,13,2177.12,1,1,2,112,4,Churned
15608.0,29,60,8379.73,3,3,3,333,9,Potential
15609.0,185,16,1822.6799999999998,1,1,1,111,3,Churned
15610.0,52,6,667.86,3,1,1,311,5,Churned
15611.0,10,41,6183.16,4,2,3,423,9,Potential
15612.0,37,5,707.55,3,1,1,311,5,Churned
15615.0,11,423,56739.979999999996,4,4,4,444,12,Loyal
15618.0,33,44,5438.7699999999995,3,2,3,323,8,Potential
15619.0,11,3,841.84,4,1,1,411,6,At Risk
15620.0,57,100,10910.44,2,3,3,233,8,Potential
15621.0,5,16,4544.65,4,1,2,412,7,At Risk
15622.0,44,332,23609.82,3,4,4,344,11,Loyal
15623.0,142,19,1589.74,2,1,1,211,4,Churned
15624.0,117,34,4238.22,2,2,2,222,6,At Risk
15625.0,104,131,14866.009999999998,2,4,4,244,10,Loyal
15626.0,75,49,8544.4,2,2,3,223,7,At Risk
15628.0,5,156,21880.239999999998,4,4,4,444,12,Loyal
15629.0,303,59,1579.06,1,3,1,131,5,Churned
15630.0,46,60,8920.53,3,3,3,333,9,Potential
15632.0,16,167,23176.15,4,4,4,444,12,Loyal
15633.0,313,53,2222.9,1,3,2,132,6,At Risk
15634.0,18,15,1264.23,4,1,1,411,6,At Risk
15636.0,90,197,8776.86,2,4,3,243,9,Potential
15637.0,53,15,1541.04,3,1,1,311,5,Churned
15638.0,368,598,20250.44,1,4,4,144,9,Potential
15639.0,135,25,3746.48,2,2,2,222,6,At Risk
15640.0,5,546,77068.25,4,4,4,444,12,Loyal
15641.0,106,144,17978.78,2,4,4,244,10,Loyal
15643.0,192,33,3201.7599999999998,1,2,2,122,5,Churned
15644.0,167,238,6303.36,1,4,3,143,8,Potential
15645.0,19,51,3125.07,4,3,2,432,9,Potential
15646.0,158,35,4497.01,1,2,2,122,5,Churned
15648.0,205,25,2756.94,1,2,2,122,5,Churned
15649.0,337,2,2805.12,1,1,2,112,4,Churned
15651.0,37,213,11090.68,3,4,3,343,10,Loyal
15652.0,92,21,2478.09,2,2,2,222,6,At Risk
15653.0,93,54,14252.9,2,3,4,234,9,Potential
15654.0,10,52,5861.02,4,3,3,433,10,Loyal
15655.0,244,34,3895.25,1,2,2,122,5,Churned
15656.0,46,47,4282.72,3,2,2,322,7,At Risk
15657.0,23,1,276.71999999999997,3,1,1,311,5,Churned
15658.0,191,48,3529.88,1,2,2,122,5,Churned
15659.0,44,99,12299.289999999999,3,3,4,334,10,Loyal
15660.0,26,90,11127.3,3,3,3,333,9,Potential
15661.0,318,5,2737.16,1,1,2,112,4,Churned
15663.0,107,9,1228.04,2,1,1,211,4,Churned
15664.0,51,17,2005.3,3,1,2,312,6,At Risk
15665.0,169,116,18184.53,1,3,4,134,8,Potential
15667.0,40,13,2768.88,3,1,2,312,6,At Risk
15668.0,218,1,816.48,1,1,1,111,3,Churned
15669.0,41,33,4206.38,3,2,2,322,7,At Risk
15670.0,297,12,1109.99,1,1,1,111,3,Churned
15671.0,19,76,20086.51,4,3,4,434,11,Loyal
15673.0,89,155,17815.61,2,4,4,244,10,Loyal
15674.0,74,159,15325.45,2,4,4,244,10,Loyal
15675.0,82,37,11806.3,2,2,3,223,7,At Risk
15676.0,19,259,27668.21,4,4,4,444,12,Loyal
15677.0,30,37,4002.1,3,2,2,322,7,At Risk
15678.0,53,12,1628.18,3,1,1,311,5,Churned
15679.0,25,118,13173.8,3,3,4,334,10,Loyal
15680.0,10,101,10237.07,4,3,3,433,10,Loyal
15681.0,26,551,22827.63,3,4,4,344,11,Loyal
15683.0,118,10,1479.3600000000001,2,1,1,211,4,Churned
15687.0,9,166,15455.19,4,4,4,444,12,Loyal
15689.0,120,9,1121.3,2,1,1,211,4,Churned
15690.0,5,19,3588.24,4,1,2,412,7,At Risk
15691.0,73,3,997.4399999999999,2,1,1,211,4,Churned
15692.0,29,12,1610.3400000000001,3,1,1,311,5,Churned
15693.0,73,21,451.34,2,2,1,221,5,Churned
15694.0,1,81,21902.34,4,3,4,434,11,Loyal
15695.0,267,22,2593.12,1,2,2,122,5,Churned
15696.0,34,171,13309.72,3,4,4,344,11,Loyal
15699.0,18,18,687.41,4,1,1,411,6,At Risk
15700.0,66,302,9166.08,2,4,3,243,9,Potential
15701.0,3,237,9618.3,4,4,3,443,11,Loyal
15703.0,265,5,893.22,1,1,1,111,3,Churned
15704.0,141,117,12466.2,2,3,4,234,9,Potential
15705.0,202,6,782.1199999999999,1,1,1,111,3,Churned
15706.0,64,55,4377.09,2,3,2,232,7,At Risk
15707.0,36,214,7119.19,3,4,3,343,10,Loyal
15708.0,41,288,16433.13,3,4,4,344,11,Loyal
15709.0,284,6,1376.76,1,1,1,111,3,Churned
15712.0,10,53,5377.67,4,3,3,433,10,Loyal
15713.0,53,387,16071.85,3,4,4,344,11,Loyal
15714.0,12,93,3224.04,4,3,2,432,9,Potential
15715.0,124,195,7121.64,2,4,3,243,9,Potential
15716.0,146,118,8759.699999999999,2,3,3,233,8,Potential
15717.0,235,7,871.34,1,1,1,111,3,Churned
15718.0,221,162,4411.97,1,4,2,142,7,At Risk
15719.0,33,936,28340.06,3,4,4,344,11,Loyal
15720.0,25,128,3456.7599999999998,3,3,2,332,8,Potential
15721.0,12,91,2665.93,4,3,2,432,9,Potential
15722.0,36,69,12792.99,3,3,4,334,10,Loyal
15723.0,365,41,1099.92,1,2,1,121,4,Churned
15724.0,5,13,983.95,4,1,1,411,6,At Risk
15725.0,16,32,1400.39,4,2,1,421,7,At Risk
15727.0,17,302,35206.72,4,4,4,444,12,Loyal
15729.0,213,5,374.08,1,1,1,111,3,Churned
15730.0,5,731,22959.89,4,4,4,444,12,Loyal
15732.0,213,14,1957.7,1,1,2,112,4,Churned
15733.0,283,10,801.74,1,1,1,111,3,Churned
15734.0,115,27,4817.56,2,2,2,222,6,At Risk
15736.0,354,76,2275.59,1,3,2,132,6,At Risk
15737.0,15,71,6625.78,4,3,3,433,10,Loyal
15738.0,19,173,35497.4,4,4,4,444,12,Loyal
15739.0,67,81,7287.73,2,3,3,233,8,Potential
15740.0,10,86,3799.9900000000002,4,3,2,432,9,Potential
15741.0,354,39,799.03,1,2,1,121,4,Churned
15743.0,17,88,2634.6,4,3,2,432,9,Potential
15744.0,78,46,2230.1,2,2,2,222,6,At Risk
15745.0,20,62,5250.38,3,3,3,333,9,Potential
15746.0,135,28,1978.66,2,2,2,222,6,At Risk
15747.0,13,93,3812.91,4,3,2,432,9,Potential
15748.0,4,25,706.78,4,2,1,421,7,At Risk
15749.0,236,10,230408.4,1,1,4,114,6,At Risk
15750.0,3,293,18837.8,4,4,4,444,12,Loyal
15752.0,40,411,20437.739999999998,3,4,4,344,11,Loyal
15753.0,305,11,1733.76,1,1,1,111,3,Churned
15754.0,52,28,2509.5299999999997,3,2,2,322,7,At Risk
15755.0,11,141,16126.41,4,4,4,444,12,Loyal
15756.0,62,192,2921.81,2,4,2,242,8,Potential
15757.0,66,45,5702.75,2,2,3,223,7,At Risk
15758.0,25,220,5673.63,3,4,3,343,10,Loyal
15759.0,29,25,3194.03,3,2,2,322,7,At Risk
15762.0,66,37,3051.4,2,2,2,222,6,At Risk
15763.0,32,61,3822.52,3,3,2,332,8,Potential
15764.0,89,180,23707.69,2,4,4,244,10,Loyal
15766.0,65,11,2065.12,2,1,2,212,5,Churned
15768.0,116,64,4957.5,2,3,3,233,8,Potential
15769.0,8,130,204746.44,4,4,4,444,12,Loyal
15772.0,290,46,1014.94,1,2,1,121,4,Churned
15773.0,6,10,1976.54,4,1,2,412,7,At Risk
15774.0,69,25,1169.2,2,2,1,221,5,Churned
15775.0,246,7,804.42,1,1,1,111,3,Churned
15776.0,134,135,10605.119999999999,2,4,3,243,9,Potential
15777.0,242,21,4946.8099999999995,1,2,3,123,6,At Risk
15779.0,269,2,45.96,1,1,1,111,3,Churned
15780.0,184,29,2741.69,1,2,2,122,5,Churned
15781.0,26,20,2136.97,3,2,2,322,7,At Risk
15782.0,10,43,10445.3,4,2,3,423,9,Potential
15783.0,11,14,1312.28,4,1,1,411,6,At Risk
15785.0,33,83,18254.07,3,3,4,334,10,Loyal
15786.0,47,267,39285.12,3,4,4,344,11,Loyal
15787.0,27,332,11783.75,3,4,3,343,10,Loyal
15789.0,359,25,4849.48,1,2,3,123,6,At Risk
15790.0,11,35,723.3000000000001,4,2,1,421,7,At Risk
15791.0,44,75,8534.73,3,3,3,333,9,Potential
15793.0,15,12,5576.75,4,1,3,413,8,Potential
15794.0,312,87,2003.08,1,3,2,132,6,At Risk
15795.0,150,42,6270.76,2,2,3,223,7,At Risk
15796.0,2,132,10326.49,4,4,3,443,11,Loyal
15797.0,114,7,9990.96,2,1,3,213,6,At Risk
15799.0,76,98,10694.130000000001,2,3,3,233,8,Potential
15800.0,108,119,4075.81,2,3,2,232,7,At Risk
15801.0,47,94,7605.99,3,3,3,333,9,Potential
15803.0,52,8,3398.6,3,1,2,312,6,At Risk
15804.0,1,262,29149.14,4,4,4,444,12,Loyal
15805.0,24,301,38467.53,3,4,4,344,11,Loyal
15806.0,47,31,6974.74,3,2,3,323,8,Potential
15807.0,51,48,4975.12,3,2,3,323,8,Potential
15808.0,307,208,16658.6,1,4,4,144,9,Potential
15809.0,37,35,3613.56,3,2,2,322,7,At Risk
15810.0,79,89,8806.949999999999,2,3,3,233,8,Potential
15811.0,23,189,14382.49,3,4,4,344,11,Loyal
15812.0,108,335,22923.49,2,4,4,244,10,Loyal
15813.0,208,40,7517.11,1,2,3,123,6,At Risk
15814.0,17,72,13555.11,4,3,4,434,11,Loyal
15815.0,64,49,21178.14,2,2,4,224,8,Potential
15816.0,151,433,14553.869999999999,2,4,4,244,10,Loyal
15818.0,65,1,19.42,2,1,1,211,4,Churned
15819.0,50,123,14631.06,3,3,4,334,10,Loyal
15820.0,102,154,4950.93,2,4,3,243,9,Potential
15821.0,45,62,2410.9,3,3,2,332,8,Potential
15822.0,4,33,3420.63,4,2,2,422,8,Potential
15823.0,178,597,20655.8,1,4,4,144,9,Potential
15825.0,173,20,3713.36,1,2,2,122,5,Churned
15826.0,57,68,11385.14,2,3,3,233,8,Potential
15827.0,74,543,28956.51,2,4,4,244,10,Loyal
15829.0,100,51,10861.06,2,3,3,233,8,Potential
15830.0,38,256,11186.51,3,4,3,343,10,Loyal
15831.0,59,68,12662.12,2,3,4,234,9,Potential
